State,Year,Quarter,Transaction_type,Transaction_count,Transaction_amount,Region
Assam,2019,3,Financial Services,8606,6403456.344768786,North-Eastern Region
Assam,2019,3,Others,61396,46973660.73634353,North-Eastern Region
Assam,2019,4,Peer-to-peer payments,3222143,14083346879.36185,North-Eastern Region
Assam,2019,4,Recharge & bill payments,2937800,704118873.9720939,North-Eastern Region
Assam,2019,4,Merchant payments,544053,456318130.082201,North-Eastern Region
Assam,2019,4,Financial Services,9621,3492255.0860687294,North-Eastern Region
Assam,2019,4,Others,46893,34707757.00985589,North-Eastern Region
Assam,2020,1,Peer-to-peer payments,4058740,18977446151.76882,North-Eastern Region
Assam,2020,1,Recharge & bill payments,3897975,971722606.1579468,North-Eastern Region
Assam,2020,1,Merchant payments,792646,675423852.9512749,North-Eastern Region
Assam,2020,1,Financial Services,10173,7054325.507515656,North-Eastern Region
Assam,2020,1,Others,49326,36781411.34368035,North-Eastern Region
Assam,2020,2,Recharge & bill payments,6045321,1612522828.716347,North-Eastern Region
Assam,2020,2,Peer-to-peer payments,3648386,17358374071.26616,North-Eastern Region
Assam,2020,2,Merchant payments,742400,749018053.2400584,North-Eastern Region
Assam,2020,2,Financial Services,19814,18130004.68767226,North-Eastern Region
Assam,2020,2,Others,49278,28255168.009208795,North-Eastern Region
Assam,2020,3,Peer-to-peer payments,5637893,26646565777.439194,North-Eastern Region
Assam,2020,3,Recharge & bill payments,5292154,1627282415.945187,North-Eastern Region
Assam,2020,3,Merchant payments,1383230,1492484153.387315,North-Eastern Region
Assam,2020,3,Financial Services,24954,28452966.02637225,North-Eastern Region
Assam,2020,3,Others,59480,36605946.74600269,North-Eastern Region
Assam,2020,4,Peer-to-peer payments,7538478,36013292450.81438,North-Eastern Region
Assam,2020,4,Recharge & bill payments,5383505,1662189124.417745,North-Eastern Region
Assam,2020,4,Merchant payments,2392184,2466913305.59039,North-Eastern Region
Assam,2020,4,Financial Services,29764,32314809.97526103,North-Eastern Region
Assam,2020,4,Others,79523,51901628.46643049,North-Eastern Region
Assam,2021,1,Peer-to-peer payments,9449096,45476079487.104645,North-Eastern Region
Assam,2021,1,Recharge & bill payments,6494111,2103017761.5465329,North-Eastern Region
Assam,2021,1,Merchant payments,3459132,3657261586.200161,North-Eastern Region
Assam,2021,1,Financial Services,34049,41291047.383212395,North-Eastern Region
Assam,2021,1,Others,75672,48814663.88782827,North-Eastern Region
Assam,2021,2,Peer-to-peer payments,11668399,51521387890.612526,North-Eastern Region
Assam,2021,2,Recharge & bill payments,9058005,2657676415.2458973,North-Eastern Region
Assam,2021,2,Merchant payments,4562669,4914753140.040101,North-Eastern Region
Assam,2021,2,Financial Services,49671,46106001.4981417,North-Eastern Region
Assam,2021,2,Others,94161,52549929.26715793,North-Eastern Region
Assam,2021,3,Peer-to-peer payments,15617592,64131823895.23546,North-Eastern Region
Assam,2021,3,Recharge & bill payments,10284267,3248364164.198426,North-Eastern Region
Assam,2021,3,Merchant payments,7431371,8208706348.034584,North-Eastern Region
Assam,2021,3,Financial Services,39479,43889820.49598975,North-Eastern Region
Assam,2021,3,Others,131732,67715045.34317216,North-Eastern Region
Assam,2021,4,Peer-to-peer payments,21393962,86801625126.53499,North-Eastern Region
Assam,2021,4,Merchant payments,12895755,13378765005.90518,North-Eastern Region
Assam,2021,4,Recharge & bill payments,11484376,3842004488.3733187,North-Eastern Region
Assam,2021,4,Financial Services,60724,65456475.82619133,North-Eastern Region
Assam,2021,4,Others,185544,97116796.57575196,North-Eastern Region
Assam,2022,1,Peer-to-peer payments,27156085,108855352347.44861,North-Eastern Region
Assam,2022,1,Merchant payments,19011883,18833132506.02235,North-Eastern Region
Assam,2022,1,Recharge & bill payments,12474674,4424035840.366192,North-Eastern Region
Assam,2022,1,Financial Services,68432,73257991.39188361,North-Eastern Region
Assam,2022,1,Others,178812,94659207.47378007,North-Eastern Region
Assam,2022,2,Peer-to-peer payments,33879530,123829913105.31839,North-Eastern Region
Assam,2022,2,Merchant payments,28377534,24333260089.82686,North-Eastern Region
Assam,2022,2,Recharge & bill payments,13858113,4814695679.877083,North-Eastern Region
Assam,2022,2,Financial Services,50785,55549153.74320389,North-Eastern Region
Assam,2022,2,Others,168763,77624058.0178437,North-Eastern Region
Assam,2022,3,Peer-to-peer payments,37000266,127264703851.96631,North-Eastern Region
Assam,2022,3,Merchant payments,34935460,28789992307.1612,North-Eastern Region
Assam,2022,3,Recharge & bill payments,13974568,5295136932.037907,North-Eastern Region
Assam,2022,3,Financial Services,65066,62882386.459812224,North-Eastern Region
Assam,2022,3,Others,138451,76363577.2732331,North-Eastern Region
Assam,2022,4,Peer-to-peer payments,44828832,150693397669.1831,North-Eastern Region
Assam,2022,4,Merchant payments,43605784,36033810141.57484,North-Eastern Region
Assam,2022,4,Recharge & bill payments,15344794,5773980885.270762,North-Eastern Region
Assam,2022,4,Financial Services,74414,75960367.91633397,North-Eastern Region
Assam,2022,4,Others,127443,76370123.60102956,North-Eastern Region
Bihar,2018,1,Recharge & bill payments,3159922,375559206.7727593,Eastern Region
Bihar,2018,1,Peer-to-peer payments,2052089,5295346761.4508295,Eastern Region
Bihar,2018,1,Financial Services,194295,33999413.87739952,Eastern Region
Bihar,2018,1,Merchant payments,138885,139827755.73655012,Eastern Region
Bihar,2018,1,Others,279111,201025034.1796018,Eastern Region
Bihar,2018,2,Recharge & bill payments,4346849,700649777.0602969,Eastern Region
Bihar,2018,2,Peer-to-peer payments,3447898,12141448845.07762,Eastern Region
Bihar,2018,2,Merchant payments,311487,318571872.8216527,Eastern Region
Bihar,2018,2,Financial Services,267433,45332532.09643286,Eastern Region
Bihar,2018,2,Others,258711,300128082.61604583,Eastern Region
Bihar,2018,3,Peer-to-peer payments,8893764,18695889187.89432,Eastern Region
Bihar,2018,3,Recharge & bill payments,4401439,804061398.5166464,Eastern Region
Bihar,2018,3,Merchant payments,586862,367608510.7261781,Eastern Region
Bihar,2018,3,Financial Services,274510,33276460.45213346,Eastern Region
Bihar,2018,3,Others,211229,234968821.3120635,Eastern Region
Bihar,2018,4,Peer-to-peer payments,8094296,26224303882.80399,Eastern Region
Bihar,2018,4,Recharge & bill payments,5469096,986310785.0093702,Eastern Region
Bihar,2018,4,Merchant payments,1680664,848968693.0665623,Eastern Region
Bihar,2018,4,Financial Services,237247,36199427.51318769,Eastern Region
Bihar,2018,4,Others,251098,302214380.1845841,Eastern Region
Bihar,2019,1,Peer-to-peer payments,16807040,38824078062.32093,Eastern Region
Bihar,2019,1,Recharge & bill payments,7036367,1333688182.5386739,Eastern Region
Bihar,2019,1,Merchant payments,2055267,1024996999.52793,Eastern Region
Bihar,2019,1,Financial Services,204689,28599535.73440934,Eastern Region
Bihar,2019,1,Others,252871,291464734.4043106,Eastern Region
Bihar,2019,2,Peer-to-peer payments,15837449,58381285240.80835,Eastern Region
Bihar,2019,2,Recharge & bill payments,9279442,1996804238.274975,Eastern Region
Bihar,2019,2,Merchant payments,4365465,2308145849.844257,Eastern Region
Bihar,2019,2,Financial Services,129603,63338108.53755434,Eastern Region
Bihar,2019,2,Others,348520,382864846.0767575,Eastern Region
Bihar,2019,3,Peer-to-peer payments,15446119,61831776093.09613,Eastern Region
Bihar,2019,3,Recharge & bill payments,9115040,2140566974.7056367,Eastern Region
Bihar,2019,3,Merchant payments,7206001,3413490288.313707,Eastern Region
Bihar,2019,3,Financial Services,89997,20145460.42764103,Eastern Region
Bihar,2019,3,Others,282743,286804437.7358033,Eastern Region
Bihar,2019,4,Peer-to-peer payments,26337842,86340631422.24606,Eastern Region
Bihar,2019,4,Recharge & bill payments,11358597,2649616529.830146,Eastern Region
Bihar,2019,4,Merchant payments,5519582,4177574379.0405846,Eastern Region
Bihar,2019,4,Financial Services,100192,18815964.76179212,Eastern Region
Bihar,2019,4,Others,214101,126788281.9306988,Eastern Region
Bihar,2020,1,Peer-to-peer payments,23163922,99873688132.90309,Eastern Region
Bihar,2020,1,Recharge & bill payments,13837430,3680590624.90061,Eastern Region
Bihar,2020,1,Merchant payments,7822567,5562692116.5708065,Eastern Region
Bihar,2020,1,Financial Services,57233,23954789.407903697,Eastern Region
Bihar,2020,1,Others,200663,115927863.4636658,Eastern Region
Bihar,2020,2,Peer-to-peer payments,26572651,116244368941.33601,Eastern Region
Bihar,2020,2,Recharge & bill payments,19522564,5642294772.453551,Eastern Region
Bihar,2020,2,Merchant payments,7011681,6760404421.62296,Eastern Region
Bihar,2020,2,Financial Services,73119,54077813.26068059,Eastern Region
Bihar,2020,2,Others,206727,105377680.1707557,Eastern Region
Bihar,2020,3,Peer-to-peer payments,37294332,153664683751.5327,Eastern Region
Bihar,2020,3,Recharge & bill payments,19027978,6313780616.601829,Eastern Region
Bihar,2020,3,Merchant payments,14777337,13111735855.02769,Eastern Region
Bihar,2020,3,Financial Services,104135,81355476.16367023,Eastern Region
Bihar,2020,3,Others,299966,157309412.49242482,Eastern Region
Bihar,2020,4,Peer-to-peer payments,49432098,208484557891.4286,Eastern Region
Bihar,2020,4,Merchant payments,26750991,23185594534.30522,Eastern Region
Bihar,2020,4,Recharge & bill payments,19908687,6926960996.688756,Eastern Region
Bihar,2020,4,Financial Services,119416,100785736.00790758,Eastern Region
Bihar,2020,4,Others,380481,207713978.0422387,Eastern Region
Bihar,2021,1,Peer-to-peer payments,58566582,242013312361.31097,Eastern Region
Bihar,2021,1,Merchant payments,33959313,30171144593.36987,Eastern Region
Bihar,2021,1,Recharge & bill payments,21974086,8505455545.448765,Eastern Region
Bihar,2021,1,Financial Services,124277,112949858.2502867,Eastern Region
Bihar,2021,1,Others,308219,170787342.84811792,Eastern Region
Bihar,2021,2,Peer-to-peer payments,78694099,319758683264.15344,Eastern Region
Bihar,2021,2,Merchant payments,44686786,43458914639.771385,Eastern Region
Bihar,2021,2,Recharge & bill payments,31646149,11030849713.50242,Eastern Region
Bihar,2021,2,Financial Services,149791,116086345.9130171,Eastern Region
Bihar,2021,2,Others,426797,215721223.23864052,Eastern Region
Bihar,2021,3,Peer-to-peer payments,92785704,331514102784.2631,Eastern Region
Bihar,2021,3,Merchant payments,64094961,53849745604.9643,Eastern Region
Bihar,2021,3,Recharge & bill payments,30081746,11327303470.019909,Eastern Region
Bihar,2021,3,Financial Services,135748,130349071.6190198,Eastern Region
Bihar,2021,3,Others,572954,241260025.5456988,Eastern Region
Bihar,2021,4,Peer-to-peer payments,117340712,423665098014.2792,Eastern Region
Bihar,2021,4,Merchant payments,95992559,81729122295.53772,Eastern Region
Bihar,2021,4,Recharge & bill payments,30824177,13438634948.21264,Eastern Region
Bihar,2021,4,Financial Services,186298,173358268.8208331,Eastern Region
Bihar,2021,4,Others,783199,365400541.9114517,Eastern Region
Bihar,2022,1,Peer-to-peer payments,138085265,500024806542.69324,Eastern Region
Bihar,2022,1,Merchant payments,114892163,95507710275.50963,Eastern Region
Bihar,2022,1,Recharge & bill payments,30545266,15431605247.390362,Eastern Region
Bihar,2022,1,Financial Services,169722,148088975.2289656,Eastern Region
Bihar,2022,1,Others,698018,299484690.3236611,Eastern Region
Bihar,2022,2,Peer-to-peer payments,164119431,610448610667.7207,Eastern Region
Bihar,2022,2,Merchant payments,158289353,126423430586.4294,Eastern Region
Bihar,2022,2,Recharge & bill payments,36950622,17225668601.94898,Eastern Region
Bihar,2022,2,Financial Services,124199,116203820.9113148,Eastern Region
Bihar,2022,2,Others,661424,247541289.12967214,Eastern Region
Bihar,2022,3,Merchant payments,198273336,137873615624.7293,Eastern Region
Bihar,2022,3,Peer-to-peer payments,192304951,632747186972.1919,Eastern Region
Bihar,2022,3,Recharge & bill payments,46044353,20417791249.028313,Eastern Region
Bihar,2022,3,Financial Services,179533,161987346.1868727,Eastern Region
Bihar,2022,3,Others,565212,245905365.7791165,Eastern Region
Bihar,2022,4,Merchant payments,243777692,172924170171.63202,Eastern Region
Bihar,2022,4,Peer-to-peer payments,225487662,739870172148.0806,Eastern Region
Bihar,2022,4,Recharge & bill payments,47054083,22729599211.247627,Eastern Region
Bihar,2022,4,Financial Services,205989,199208429.5113938,Eastern Region
Bihar,2022,4,Others,559223,288999714.3604311,Eastern Region
Chandigarh,2018,1,Recharge & bill payments,201262,47479581.16264416,Northern Region
Chandigarh,2018,1,Peer-to-peer payments,135136,527998849.3405593,Northern Region
Chandigarh,2018,1,Merchant payments,21431,19477066.53327671,Northern Region
Chandigarh,2018,1,Financial Services,8473,1865618.249949839,Northern Region
Chandigarh,2018,1,Others,15593,16614305.581193212,Northern Region
Chandigarh,2018,2,Recharge & bill payments,224548,76722906.67871952,Northern Region
Chandigarh,2018,2,Peer-to-peer payments,194627,835296156.4220203,Northern Region
Chandigarh,2018,2,Merchant payments,34606,29408471.50633327,Northern Region
Chandigarh,2018,2,Financial Services,11927,3679451.8635118967,Northern Region
Chandigarh,2018,2,Others,13376,16116275.27414421,Northern Region
Chandigarh,2018,3,Peer-to-peer payments,295358,1217617705.9681761,Northern Region
Chandigarh,2018,3,Recharge & bill payments,236445,100639674.6708905,Northern Region
Chandigarh,2018,3,Merchant payments,64998,37560565.97386869,Northern Region
Chandigarh,2018,3,Financial Services,7642,1302311.5967954171,Northern Region
Chandigarh,2018,3,Others,12493,12234189.32458079,Northern Region
Chandigarh,2018,4,Peer-to-peer payments,431461,1793871702.31964,Northern Region
Chandigarh,2018,4,Recharge & bill payments,310527,128130475.99274202,Northern Region
Chandigarh,2018,4,Merchant payments,135266,94010713.60616028,Northern Region
Chandigarh,2018,4,Financial Services,10008,2039811.3372037038,Northern Region
Chandigarh,2018,4,Others,17854,14538888.5242277,Northern Region
Chandigarh,2019,1,Peer-to-peer payments,689400,2123866601.651375,Northern Region
Chandigarh,2019,1,Recharge & bill payments,390610,161414934.1023837,Northern Region
Chandigarh,2019,1,Merchant payments,169984,97230471.44089967,Northern Region
Chandigarh,2019,1,Financial Services,7412,917030.9066760786,Northern Region
Chandigarh,2019,1,Others,17070,12603012.34269331,Northern Region
Chandigarh,2019,2,Peer-to-peer payments,604849,2339922407.523348,Northern Region
Chandigarh,2019,2,Recharge & bill payments,342294,185659011.54417652,Northern Region
Chandigarh,2019,2,Merchant payments,277811,152766864.6619033,Northern Region
Chandigarh,2019,2,Financial Services,5590,839765.161351582,Northern Region
Chandigarh,2019,2,Others,21926,13928050.05367653,Northern Region
Chandigarh,2019,3,Peer-to-peer payments,722233,2815184152.804132,Northern Region
Chandigarh,2019,3,Merchant payments,447069,226535908.8355719,Northern Region
Chandigarh,2019,3,Recharge & bill payments,308219,213884900.47217813,Northern Region
Chandigarh,2019,3,Financial Services,2447,794918.674981478,Northern Region
Chandigarh,2019,3,Others,26575,13282206.87397679,Northern Region
Chandigarh,2019,4,Peer-to-peer payments,927850,3586763928.6423693,Northern Region
Chandigarh,2019,4,Merchant payments,561630,318692521.7922494,Northern Region
Chandigarh,2019,4,Recharge & bill payments,338203,237695594.96329552,Northern Region
Chandigarh,2019,4,Financial Services,1911,654298.6785004465,Northern Region
Chandigarh,2019,4,Others,21321,8707473.86293627,Northern Region
